LevelName	TileName	Style	StartSequence	EndSequence	Type1	Cel1	Type2	Cel2	Type2	Cel3	Type4	Cel4
2 Harem	wtlr	3	0	0	RD_WTLL	104		-1		-1		-1
2 Harem	wtll	3	0	0	RD_WTLL	104		-1		-1		-1
2 Harem	wtll	3	2	2	RD_WTLL	104		-1		-1		-1
2 Harem	wbr	3	0	0	RD_WBR	105		-1		-1		-1
2 Harem	wtr	3	0	0	RD_WTR	103		-1		-1		-1
2 Harem	wbl	3	0	0	RD_WBL	102		-1		-1		-1
2 Harem	wrd	3	0	0	RD_WRD 1	114		-1		-1		-1
2 Harem	wld	3	0	0	RD_WLD 1	115		-1		-1		-1
2 Harem	wr	3	1	1	red arch_WR	274		-1		-1		-1
2 Harem	wl	3	1	1	red arch_WL	275		-1		-1		-1
2 Harem	wtlr	3	1	1	RD_WTLL	104		-1		-1		-1
2 Harem	wtll	3	1	1	RD_WTLL	104		-1		-1		-1
2 Harem	wbr	3	1	1	RD_WBR	105		-1		-1		-1
2 Harem	wtr	3	1	1	RD_WTR	103		-1		-1		-1
2 Harem	wbl	3	1	1	RD_WBL	102		-1		-1		-1
2 Harem	wr	4	-1	-1	RD_WR	100		-1		-1		-1
2 Harem	wl	4	-1	-1	RD_WL	101		-1		-1		-1
2 Harem	wtlr	4	-1	-1	RD_WTLL	104		-1		-1		-1
2 Harem	wtll	4	-1	-1	RD_WTLL	104		-1		-1		-1
2 Harem	wbr	4	-1	-1	RD_WBR	105		-1		-1		-1
2 Harem	wtr	4	-1	-1	RD_WTR	103		-1		-1		-1
2 Harem	wbl	4	-1	-1	RD_WBL	102		-1		-1		-1
2 Harem	wrd	4	-1	-1	RD_WRD 1	114		-1		-1		-1
2 Harem	wld	4	-1	-1	RD_WLD 1	115		-1		-1		-1
2 Harem	fl	21	0	0	FLE_C1	93		-1		-1		-1
2 Harem	fl	21	1	1	FLE_C2	94		-1		-1		-1
2 Harem	fl	21	2	2	FLE_C3	95		-1		-1		-1
2 Harem	fl	21	3	3	FLE_C4	96		-1		-1		-1
2 Harem	fl	22	0	0	FLE 0 T	41		-1		-1		-1
2 Harem	fl	22	1	1	FLE 1 R	42		-1		-1		-1
2 Harem	fl	22	2	2	FLE 2 L	40		-1		-1		-1
2 Harem	fl	22	3	3	FLE 3 B	43		-1		-1		-1
2 Harem	fl	23	0	0	FLE_C1	93		-1		-1		-1
2 Harem	fl	23	1	1	FLE_C2	94		-1		-1		-1
2 Harem	fl	23	2	2	FLE_C3	95		-1		-1		-1
2 Harem	fl	23	3	3	FLE_C4	96		-1		-1		-1
2 Harem	fl	24	0	0	FLE_2A	97		-1		-1		-1
2 Harem	fl	24	1	1	FLE_2B	98		-1		-1		-1
2 Harem	wtr	33	33	33	RD_WTR	103		-1		-1		-1
2 Basement	fl	0	7	7	Waypoint	307		-1		-1		-1
2 Basement	wr	0	-1	-1	WR A	20		-1		-1		-1
2 Basement	wl	0	-1	-1	WL A	21		-1		-1		-1
2 Basement	wtlr	0	-1	-1	WTLL	24		-1		-1		-1
2 Basement	wtll	0	-1	-1	WTLL	24		-1		-1		-1
2 Basement	wbr	0	-1	-1	WBR	25		-1		-1		-1
2 Basement	wtr	0	-1	-1	WTR	23		-1		-1		-1
2 Basement	wbl	0	-1	-1	WBL	22		-1		-1		-1
2 Basement	wrd	0	-1	-1	WRD 1	34		-1		-1		-1
2 Basement	wld	0	-1	-1	WLD 1	35		-1		-1		-1
2 Basement	wre	0	0	0	WRE 1	36		-1		-1		-1
2 Basement	wle	0	0	0	WLE 1	37		-1		-1		-1
2 Basement	wr	1	-1	-1	WR A	20		-1		-1		-1
2 Basement	wl	1	-1	-1	WL A	21		-1		-1		-1
2 Basement	wtlr	1	-1	-1	WTLL	24		-1		-1		-1
2 Basement	wtll	1	-1	-1	WTLL	24		-1		-1		-1
2 Basement	wbr	1	-1	-1	WBR	25		-1		-1		-1
2 Basement	wtr	1	-1	-1	WTR	23		-1		-1		-1
2 Basement	wbl	1	-1	-1	WBL	22		-1		-1		-1
2 Basement	wrd	1	-1	-1	WRD 1	34		-1		-1		-1
2 Basement	wld	1	-1	-1	WLD 1	35		-1		-1		-1
2 Basement	wre	1	0	0	WRE 1	36		-1		-1		-1
2 Basement	wle	1	0	0	WLE 1	37		-1		-1		-1
2 Basement	wr	2	-1	-1	arch wr	480		-1		-1		-1
2 Basement	wl	2	-1	-1	arch wl	481		-1		-1		-1
2 Basement	wtlr	2	-1	-1	arch wtll	484		-1		-1		-1
2 Basement	wtll	2	-1	-1	arch wtll	484		-1		-1		-1
2 Basement	wbr	2	-1	-1	WBR	25		-1		-1		-1
2 Basement	wtr	2	-1	-1	arch wtr	483		-1		-1		-1
2 Basement	wbl	2	-1	-1	arch wbl	482		-1		-1		-1
2 Basement	wrd	2	-1	-1	WRD 1	34		-1		-1		-1
2 Basement	wld	2	-1	-1	WLD 1	35		-1		-1		-1
2 Basement	wr	3	-1	-1	arch wr	480		-1		-1		-1
2 Basement	wl	3	-1	-1	arch wl	481		-1		-1		-1
2 Basement	wtlr	3	-1	-1	arch wtll	484		-1		-1		-1
2 Basement	wtll	3	-1	-1	arch wtll	484		-1		-1		-1
2 Basement	wbr	3	-1	-1	WBR	25		-1		-1		-1
2 Basement	wtr	3	-1	-1	arch wtr	483		-1		-1		-1
2 Basement	wbl	3	-1	-1	arch wbl	482		-1		-1		-1
2 Basement	wrd	3	-1	-1	WRD 1	34		-1		-1		-1
2 Basement	wld	3	-1	-1	WLD 1	35		-1		-1		-1
2 Basement	wr	4	-1	-1	WR A	20		-1		-1		-1
2 Basement	wl	4	-1	-1	WL A	21		-1		-1		-1
2 Basement	wtlr	4	-1	-1	WTLL	24		-1		-1		-1
2 Basement	wtll	4	-1	-1	WTLL	24		-1		-1		-1
2 Basement	wbr	4	-1	-1	WBR	25		-1		-1		-1
2 Basement	wtr	4	-1	-1	WTR	23		-1		-1		-1
2 Basement	wbl	4	-1	-1	WBL	22		-1		-1		-1
2 Basement	wrd	4	-1	-1	WRD 1	34		-1		-1		-1
2 Basement	wld	4	-1	-1	WLD 1	35		-1		-1		-1
2 Basement	wr	5	-1	-1	WR A	20		-1		-1		-1
2 Basement	wl	5	-1	-1	WL A	21		-1		-1		-1
2 Basement	wtlr	5	-1	-1	WTLL	24		-1		-1		-1
2 Basement	wtll	5	-1	-1	WTLL	24		-1		-1		-1
2 Basement	wbr	5	-1	-1	WBR	25		-1		-1		-1
2 Basement	wtr	5	-1	-1	WTR	23		-1		-1		-1
2 Basement	wbl	5	-1	-1	WBL	22		-1		-1		-1
2 Basement	wrd	5	-1	-1	WRD 1	34		-1		-1		-1
2 Basement	wld	5	-1	-1	WLD 1	35		-1		-1		-1
2 Basement	fl	5	0	0	FLE_C1	93		-1		-1		-1
2 Basement	fl	5	1	1	FLE_C2	94		-1		-1		-1
2 Basement	fl	5	2	2	FLE_C3	95		-1		-1		-1
2 Basement	fl	5	3	3	FLE_C4	96		-1		-1		-1
2 Basement	co	5	0	0	WBR	25		-1		-1		-1
2 Basement	wr	6	-1	-1	WR A	20		-1		-1		-1
2 Basement	wl	6	-1	-1	WL A	21		-1		-1		-1
2 Basement	wtlr	6	-1	-1	WTLL	24		-1		-1		-1
2 Basement	wtll	6	-1	-1	WTLL	24		-1		-1		-1
2 Basement	wbr	6	-1	-1	WBR	25		-1		-1		-1
2 Basement	wtr	6	-1	-1	WTR	23		-1		-1		-1
2 Basement	wbl	6	-1	-1	WBL	22		-1		-1		-1
2 Basement	wrd	6	-1	-1	WRD 1	34		-1		-1		-1
2 Basement	wld	6	-1	-1	WLD 1	35		-1		-1		-1
2 Basement	wr	7	-1	-1	WR A	20		-1		-1		-1
2 Basement	wl	7	-1	-1	WL A	21		-1		-1		-1
2 Basement	wtlr	7	-1	-1	arch wtlrR	488		-1		-1		-1
2 Basement	wtll	7	0	0	arch wtllL	487		-1		-1		-1
2 Basement	wtll	7	1	-1	WTLL	24		-1		-1		-1
2 Basement	wbr	7	-1	-1	WBR	25		-1		-1		-1
2 Basement	wtr	7	-1	-1	WTR	23		-1		-1		-1
2 Basement	wbl	7	-1	-1	WBL	22		-1		-1		-1
2 Basement	wrd	7	-1	-1	WRD 1	34		-1		-1		-1
2 Basement	wld	7	-1	-1	WLD 1	35		-1		-1		-1
2 Basement	wr	8	-1	-1	WR A	20		-1		-1		-1
2 Basement	wl	8	-1	-1	WL A	21		-1		-1		-1
2 Basement	wtlr	8	-1	-1	WTLL	24		-1		-1		-1
2 Basement	wtll	8	-1	-1	WTLL	24		-1		-1		-1
2 Basement	wbr	8	-1	-1	WBR	25		-1		-1		-1
2 Basement	wtr	8	-1	-1	WTR	23		-1		-1		-1
2 Basement	wbl	8	-1	-1	WBL	22		-1		-1		-1
2 Basement	wrd	8	-1	-1	WRD 1	34		-1		-1		-1
2 Basement	wld	8	-1	-1	WLD 1	35		-1		-1		-1
2 Basement	wr	9	-1	-1	WR A	20		-1		-1		-1
2 Basement	wl	9	-1	-1	WL A	21		-1		-1		-1
2 Basement	wtlr	9	0	0	arch wtllL	487		-1		-1		-1
2 Basement	wtlr	9	1	-1	WTLL	24		-1		-1		-1
2 Basement	wtll	9	-1	-1	WTLL	24		-1		-1		-1
2 Basement	wbr	9	-1	-1	WBR	25		-1		-1		-1
2 Basement	wtr	9	-1	-1	WTR	23		-1		-1		-1
2 Basement	wbl	9	-1	-1	WBL	22		-1		-1		-1
2 Basement	wrd	9	-1	-1	WRD 1	34		-1		-1		-1
2 Basement	wld	9	-1	-1	WLD 1	35		-1		-1		-1
2 Basement	wr	10	-1	-1	WR A	20		-1		-1		-1
2 Basement	wl	10	-1	-1	WL A	21		-1		-1		-1
2 Basement	wtlr	10	-1	-1	WTLL	24		-1		-1		-1
2 Basement	wtll	10	-1	-1	WTLL	24		-1		-1		-1
2 Basement	wbr	10	-1	-1	WBR	25		-1		-1		-1
2 Basement	wtr	10	-1	-1	WTR	23		-1		-1		-1
2 Basement	wbl	10	-1	-1	WBL	22		-1		-1		-1
2 Basement	wrd	10	-1	-1	WRD 1	34		-1		-1		-1
2 Basement	wld	10	-1	-1	WLD 1	35		-1		-1		-1
2 Basement	wr	11	-1	-1	WR A	20		-1		-1		-1
2 Basement	wl	11	-1	-1	WL A	21		-1		-1		-1
2 Basement	wtlr	11	-1	-1	WTLL	24		-1		-1		-1
2 Basement	wtll	11	-1	-1	WTLL	24		-1		-1		-1
2 Basement	wbr	11	-1	-1	WBR	25		-1		-1		-1
2 Basement	wtr	11	-1	-1	WTR	23		-1		-1		-1
2 Basement	wbl	11	-1	-1	WBL	22		-1		-1		-1
2 Basement	wrd	11	-1	-1	WRD 1	34		-1		-1		-1
2 Basement	wld	11	-1	-1	WLD 1	35		-1		-1		-1
2 Basement	wr	12	-1	-1	WR A	20		-1		-1		-1
2 Basement	wl	12	-1	-1	WL A	21		-1		-1		-1
2 Basement	wtlr	12	-1	-1	WTLL	24		-1		-1		-1
2 Basement	wtll	12	-1	-1	WTLL	24		-1		-1		-1
2 Basement	wbr	12	-1	-1	WBR	25		-1		-1		-1
2 Basement	wtr	12	-1	-1	WTR	23		-1		-1		-1
2 Basement	wbl	12	-1	-1	WBL	22		-1		-1		-1
2 Basement	wrd	12	-1	-1	WRD 1	34		-1		-1		-1
2 Basement	wld	12	-1	-1	WLD 1	35		-1		-1		-1
2 Basement	wr	13	-1	-1	WR A	20		-1		-1		-1
2 Basement	wl	13	-1	-1	WL A	21		-1		-1		-1
2 Basement	wtlr	13	-1	-1	WTLL	24		-1		-1		-1
2 Basement	wtll	13	-1	-1	WTLL	24		-1		-1		-1
2 Basement	wbr	13	-1	-1	WBR	25		-1		-1		-1
2 Basement	wtr	13	-1	-1	WTR	23		-1		-1		-1
2 Basement	wbl	13	-1	-1	WBL	22		-1		-1		-1
2 Basement	wrd	13	-1	-1	WRD 1	34		-1		-1		-1
2 Basement	wld	13	-1	-1	WLD 1	35		-1		-1		-1
2 Basement	fl	21	4	4	FLE_C1	93		-1		-1		-1
2 Basement	fl	21	5	5	FLE_C2	94		-1		-1		-1
2 Basement	fl	21	6	6	FLE_C3	95		-1		-1		-1
2 Basement	fl	21	7	7	FLE_C4	96		-1		-1		-1
2 Basement	fl	23	4	4	FLE_C1	93		-1		-1		-1
2 Basement	fl	23	5	5	FLE_C2	94		-1		-1		-1
2 Basement	fl	23	6	6	FLE_C3	95		-1		-1		-1
2 Basement	fl	23	7	7	FLE_C4	96		-1		-1		-1
2 Desert	fl	0	35	35	Waypoint	307		-1		-1		-1
2 Desert	wre	2	0	0	T_rtent1_wr4914	454		-1		-1		-1
2 Desert	wre	2	1	1	T_rtent1_wr4912	455		-1		-1		-1
2 Desert	fl	3	2	2	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	5	6	6	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	5	8	8	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	5	10	10	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	5	12	13	rock2	257	rock3	258	rock4	259		-1
2 Desert	wbr	9	0	0	D_Hed_LR90	269		-1		-1		-1
2 Desert	wr	9	0	0	D_Hed_WR90	270		-1		-1		-1
2 Desert	fl	10	33	33	Act2 TRTFLR 33	617		-1		-1		-1
2 Desert	fl	10	35	35	Act2 TRTFLR 35	618		-1		-1		-1
2 Desert	fl	10	27	27	Act2 TRTFLR 27	619		-1		-1		-1
2 Desert	fl	15	5	5	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	15	7	7	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	15	9	9	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	15	11	11	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	15	16	16	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	15	19	19	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	15	25	25	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	15	30	30	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	15	32	32	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	15	37	37	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	15	40	40	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	15	50	50	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	15	55	55	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	15	57	57	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	15	61	61	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	16	5	5	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	16	12	12	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	16	14	14	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	16	19	19	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	16	23	23	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	16	41	41	D_Hrd_1641	273		-1		-1		-1
2 Desert	fl	16	43	43	D_Hed_1643	268		-1		-1		-1
2 Desert	fl	17	8	8	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	17	13	13	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	17	15	15	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	17	19	19	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	17	25	25	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	17	28	28	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	17	29	29	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	17	34	34	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	17	38	38	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	17	45	45	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	17	54	54	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	17	56	56	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	17	61	61	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	17	36	36	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	17	60	60	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	18	9	9	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	18	12	12	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	18	14	14	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	18	38	38	D_Str_1801	263		-1		-1		-1
2 Desert	fl	18	41	41	D_Str_1802	264		-1		-1		-1
2 Desert	fl	18	18	18	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	19	25	25	D_Str_1902	261		-1		-1		-1
2 Desert	fl	19	22	22	D_Str_1903	262		-1		-1		-1
2 Desert	fl	19	23	23	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	20	5	5	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	20	9	9	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	20	20	20	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	20	22	22	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	20	24	24	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	20	55	55	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	20	48	48	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	20	41	41	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	20	43	43	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	20	49	49	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	21	8	8	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	21	11	11	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	21	13	13	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	22	12	12	D_Hed_2211	271		-1		-1		-1
2 Desert	fl	22	10	10	D_Hed_2207	272		-1		-1		-1
2 Desert	fl	21	61	61	D_VK_2161	320		-1		-1		-1
2 Desert	fl	21	59	59	D_VK_2159	321		-1		-1		-1
2 Desert	fl	21	55	55	D_VK_2155	322		-1		-1		-1
2 Desert	fl	21	48	48	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	21	49	49	D_VK_2149	323		-1		-1		-1
2 Desert	fl	21	63	63	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	22	41	41	D_VK_2241	324		-1		-1		-1
2 Desert	fl	22	38	38	D_VK_2238	325		-1		-1		-1
2 Desert	fl	22	29	29	D_VK_2229	326		-1		-1		-1
2 Desert	fl	23	8	8	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	23	31	31	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	23	29	29	D_VK_2329	327		-1		-1		-1
2 Desert	fl	23	28	28	D_VK_2328	328		-1		-1		-1
2 Desert	fl	23	20	20	D_VK_2320	329		-1		-1		-1
2 Desert	fl	23	62	62	D_VK_2362	330		-1		-1		-1
2 Desert	fl	23	61	61	D_VK_2361	331		-1		-1		-1
2 Desert	fl	23	55	55	D_VK_2355	332		-1		-1		-1
2 Desert	fl	23	50	50	D_VK_2350	333		-1		-1		-1
2 Desert	fl	24	62	62	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	25	16	16	D_VK_2516	217		-1		-1		-1
2 Desert	fl	25	26	26	D_VK_2526	218		-1		-1		-1
2 Desert	fl	25	28	28	D_VK_2528	219		-1		-1		-1
2 Desert	fl	25	48	48	D_VK_2548	377		-1		-1		-1
2 Desert	fl	25	58	58	D_VK_2558	378		-1		-1		-1
2 Desert	fl	25	63	63	D_VK_2563	379		-1		-1		-1
2 Desert	fl	25	62	62	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	26	4	4	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	26	9	9	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	26	17	17	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	26	20	20	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	26	33	33	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	26	41	41	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	26	44	44	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	27	5	5	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	27	7	7	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	27	14	14	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	27	19	19	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	27	23	23	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	27	33	33	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	27	37	37	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	27	45	45	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	27	48	48	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	28	6	6	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	28	10	10	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	28	13	13	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	28	16	16	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	28	23	23	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	28	28	28	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	28	36	36	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	28	39	39	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	28	45	45	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	28	50	50	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	28	57	57	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	29	4	4	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	29	5	5	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	29	15	15	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	29	17	17	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	30	1	17	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	30	17	31	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	30	32	46	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	30	47	63	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	34	11	11	DsrtHd2a	504		-1		-1		-1
2 Desert	fl	34	13	13	DsrtHd2b	505		-1		-1		-1
2 Desert	fl	34	6	6	DsrtHd2c	506		-1		-1		-1
2 Desert	wle	47	12	12	M_Ent_2103	374		-1		-1		-1
2 Desert	fl	47	3	3	M_Ent_2103	374		-1		-1		-1
2 Desert	fl	36	14	14	D_VK_3614	214		-1		-1		-1
2 Desert	fl	36	26	26	D_VK_3626	215		-1		-1		-1
2 Desert	fl	36	33	33	D_VK_3633	216		-1		-1		-1
2 Desert	fl	36	34	34	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	36	27	27	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	36	43	43	rock2	257	rock3	258	rock4	259		-1
2 Desert	fl	36	49	49	rock2	257	rock3	258	rock4	259		-1
2 Desert	wbl	36	1	1	DsrtSt1a	507		-1		-1		-1
2 Desert	wr	36	4	4	DsrtSt1b	508		-1		-1		-1
2 Desert	wbl	36	0	0	DsrtStFln1a	511		-1		-1		-1
2 Desert	wr	36	1	1	DsrtStFln1b	512		-1		-1		-1
2 Desert	wr	36	3	3	DsrtStFln1c	513		-1		-1		-1
2 Desert	co	36	3	3	DsrtTblt1	509		-1		-1		-1
2 Desert	co	36	4	4	DsrtTblt2	510		-1		-1		-1
2 Desert	wbr	36	0	0	DsrtSt2a	514		-1		-1		-1
2 Desert	wl	36	1	1	DsrtSt2b	515		-1		-1		-1
2 Desert	wtlr	36	-1	-1	A3 brdge end 4 33	491		-1		-1		-1
2 Desert	wtll	36	-1	-1	A3 brdge end 4 36	492		-1		-1		-1
2 Desert	wbr	36	-1	-1	Hell_X	489		-1		-1		-1
2 Desert	wtr	36	-1	-1	Hell_XX	490		-1		-1		-1
2 Desert	wbl	36	-1	-1	A3 brdge end 4 33	491		-1		-1		-1
2 Desert	co	36	-1	-1	RD_WBR	105		-1		-1		-1
2 Desert	fl	38	33	33	D_Oasis_a	266	D_Oasis_b	267		-1		-1
2 Desert	fl	38	37	37	D_Oasis_a	266	D_Oasis_b	267		-1		-1
2 Desert	fl	39	0	0	D_Oasis_a	266	D_Oasis_b	267		-1		-1
2 Desert	fl	39	10	11	D_Oasis_a	266	D_Oasis_b	267		-1		-1
2 Desert	fl	39	22	22	D_Oasis_a	266	D_Oasis_b	267		-1		-1
2 Desert	fl	39	30	31	D_Oasis_a	266	D_Oasis_b	267		-1		-1
2 Desert	fl	39	33	34	D_Oasis_a	266	D_Oasis_b	267		-1		-1
2 Desert	fl	39	36	39	D_Oasis_a	266	D_Oasis_b	267		-1		-1
2 Desert	fl	39	40	41	D_Oasis_a	266	D_Oasis_b	267		-1		-1
2 Desert	fl	39	44	50	D_Oasis_a	266	D_Oasis_b	267		-1		-1
2 Desert	fl	40	3	3	D_Oasis_a	266	D_Oasis_b	267		-1		-1
2 Desert	fl	40	18	19	D_Oasis_a	266	D_Oasis_b	267		-1		-1
2 Desert	wr	48	18	19	dsrt ruin wr	497		-1		-1		-1
2 Desert	wr	48	26	26	dsrt ruin wr	497		-1		-1		-1
2 Desert	wr	48	28	29	dsrt ruin wr	497		-1		-1		-1
2 Desert	wr	48	1	1	Vpr_WR48_1	445		-1		-1		-1
2 Desert	wre	1	1	1	Vpr_WRE1_1	446		-1		-1		-1
2 Desert	wr	48	2	2	Vpr_WR48_2	447		-1		-1		-1
2 Desert	wr	48	3	9	RD_WR	100		-1		-1		-1
2 Desert	wr	48	13	20	RD_WR	100		-1		-1		-1
2 Desert	wr	48	21	21	RD_WRD 1	114		-1		-1		-1
2 Desert	wr	48	22	-1	RD_WR	100		-1		-1		-1
2 Desert	wl	48	18	19	dsrt ruin wl	498		-1		-1		-1
2 Desert	wl	48	26	26	dsrt ruin wl	498		-1		-1		-1
2 Desert	wl	48	28	29	dsrt ruin wl	498		-1		-1		-1
2 Desert	wl	48	0	20	RD_WL	101		-1		-1		-1
2 Desert	wl	48	21	21	RD_WLD 1	115		-1		-1		-1
2 Desert	wl	48	22	-1	RD_WL	101		-1		-1		-1
2 Desert	wtll	48	10	10	dsrt ruin wtll	499		-1		-1		-1
2 Desert	wtlr	48	-1	-1	RD_WTLL	104		-1		-1		-1
2 Desert	wtll	48	-1	-1	RD_WTLL	104		-1		-1		-1
2 Desert	wbr	48	1	-1	RD_WBR	105		-1		-1		-1
2 Desert	wtr	48	-1	-1	RD_WTR	103		-1		-1		-1
2 Desert	wbl	48	-1	-1	RD_WBL	102		-1		-1		-1
2 Desert	wrd	48	-1	-1	RD_WRD 1	114		-1		-1		-1
2 Desert	wld	48	-1	-1	RD_WLD 1	115		-1		-1		-1
2 Desert	co	48	10	12	RD_WR	100		-1		-1		-1
2 Desert	wr	49	1	1	T_lftent3_wr491	448		-1		-1		-1
2 Desert	wbr	49	0	0	T_lftent3_wr490	449		-1		-1		-1
2 Desert	wl	49	0	0	T_lftent3_wl490	450		-1		-1		-1
2 Desert	wr	49	4	4	T_lftent4_wr494	451		-1		-1		-1
2 Desert	wbr	49	2	2	T_lftent4_wbr492	452		-1		-1		-1
2 Desert	wl	49	4	4	T_lftent4_wl494	453		-1		-1		-1
2 Desert	wr	49	14	14	T_rtent1_wr4914	454		-1		-1		-1
2 Desert	wr	49	12	12	T_rtent1_wr4912	455		-1		-1		-1
2 Desert	wr	49	10	10	T_rtent1_WR4910	456		-1		-1		-1
2 Desert	wr	49	7	7	t_rtent2_wr497	457		-1		-1		-1
2 Desert	wbr	49	4	4	T_rtent2_wbr494	458		-1		-1		-1
2 Desert	wl	49	7	7	T_rtent2_wl497	459		-1		-1		-1
2 Lair	wr	0	0	3	M_WR	340		-1		-1		-1
2 Lair	wl	0	0	3	M_WL	341		-1		-1		-1
